Text,Type
sarah,Character_Name
oscar for best visual effects,Award
cary elwes robin wright,Actor
mandy patinkin,Actor
united states marine corps drill instructor,Plot
dystopian anime,Genre
katsuhiro otomo,Director
a boy riding around future tokyo on a red motorcycle,Plot
young dwarf who is tasked to protect a young child from evil,Plot
bob hoskins,Actor
a solitary man at a civil war outpost who falls in love with an indian,Plot
two best friends living on the streets as hustlers,Plot
friends who go on an epic road trip,Plot
angela bassett,Actor
loosely based,Origin
the life of tina turner,Plot
mick nichols,Director
gay owner of a cabaret,Plot
al pacino alec baldwin kevin spacey winona ryder,Actor
penelope allen,Actor
paul hogan,Actor
elijah wood,Actor
centered on the relationship between a dolphin the environment and friendship,Plot
ian holm,Actor
adapted from the critically acclaimed novel by,Relationship
russel banks,Origin
documents the effects of a tragic bus accident on a small town,Plot
jeff bridges john goodman,Actor
forrest whitaker,Actor
a mafia hit man living by the ancient code of the samurai,Plot
a sleep study in an old mansion,Plot
low budget,Opinion
became a cult classic,Plot
film that three college shot while camping in the woods searching for an urban legend,Plot
a boy who can communicate with spirits,Plot
featured three film students who go missing after traveling into the woods,Plot
an academy award for its original score,Award
a teenager who has a terrifying vision of a plane crash,Plot
spawned 5 sequels,Relationship
all of which continued the tale of teenagers trying to cheat death,Plot
wuxia,Genre
novel,Origin
tells the story frodo baggins,Plot
young prodigy who develops paranoid schizophrenia,Plot
action spy thriller,Genre
a man who delivers packages without ever asking any questions,Plot
a polish jew living in the ruins of warsaw,Plot
a hitman whose son sees what his father does for a living,Plot
a hitman who goes on the run,Plot
woman who becomes a boxing professional,Plot
attacked the bush administration for it s handling of a major terrorist attack,Plot
black and white emperors was narrated,Plot
phillip seymor hoffman,Actor
recounting the murder of a kansas family while becoming close to one of the killers,Plot
the story of washed up boxer james braddock,Plot
four families in morocco and around the world,Plot
autobots and decepticons,Plot
sarah polley,Actor
genetic engineers who create an animal and human hybrid,Plot
shows the playful side of adults in a camp like setting,Plot
reese witherspoon,Actor
a young executive in his father s company accused of corporate malfeasance,Plot
bob ho,Character_Name
spy on loan to the cia,Plot
balthazar blake,Character_Name
searches for the right person to inherit wizard merlin s powers,Plot
the story of a bullied boy who befriends a vampire in los alamos,Plot
a book,Origin
a physical terapist who falls in love with a basketball player,Plot
remake of the swedish horror film let the right on in,Relationship
a woman who has it all but is n t happy,Plot
tanner maguire,Actor
a young boy fighting cancer while inspiring hope in everyone he comes in contact,Plot
sorcerer searching for the person who would inherit merlin s powers,Plot
on a hilarious road trip,Plot
spy and single girl respectively,Plot
helen mirren,Actor
retired black ops agents forced to come out of retirement,Plot
young man who sees his dead brother,Plot
man coming to the realization that he was the sperm donor for his best friend s son,Plot
bobby,Character_Name
patient in a hospital s psychiatric floor,Plot
man who struggles to make payments on the heart he purchased,Plot
a bullied boy befriending a girl vampire who lives in secrecy,Plot
a physical therapist falling in love with a basketball player,Plot
katherine heigl,Actor
two friends who become the caretaker of an orphaned girl,Plot
steve antin,Director
blind man carrying the bible around,Plot
mark steven johnson,Director
an art curator,Plot
jennifer anniston,Actor
he switches her sperm samples,Plot
common,Actor
as,Plot
scifi western,Genre
based on a 2006 graphic novel,Origin
greg,Director
colin strause,Director
alien invasion and abduction,Plot
story collection of twenty poems,Plot
an underwater cave diving team experiencing a life threatening crisis,Plot
jason bateman jason sudeikis,Actor
charlie day,Actor
friends plotting against their employers,Plot
elizabeth banks zooey deschanel,Actor
emily mortimer,Actor
friends who accidentally swap bodies,Plot
jon chu,Director
followed a canadian pop star and included footage from his 2010 concert tour,Plot
title character going up against international assassins hunting down a chinese premier,Plot
four police officers struggling with their faith and roles as fathers and husbands after a tragedy occurs,Plot
a teenager suspects his new neighbor of being a vampire,Plot
based on work of the same name by hunter s thompson,Origin
playing a married couple,Plot
short story by philip k dick,Origin
a man who must uncover the truth about his life,Plot
an american journalist living in puerto rico,Plot
craig brewer,Director
takes place largely in a town where dancing and rock music have been outlawed,Plot
rod lurie,Director
set in the deep south,Plot
alexander skarsg rd,Actor
charlie,Character_Name
ginnifer goodwin,Actor
kate hudson,Actor
friends with issues and secrets,Plot
group of tiny blue people trying to get home,Plot
ashton cutcher,Actor
a couple who make a pact to have sex without having a relationship,Plot
johnny blaze,Character_Name
on a quest to stop the devil,Plot
an alien that morphs into various incarnations,Plot
bethany hamilton,Character_Name
girl who had her arm bitten of by a tiger shark,Plot
the love affair between a politician and a ballerina and the mysterious forces keeping them apart,Plot
romantic fantasy,Genre
a retelling of beauty and the beast in modern new york city,Plot
world war,Genre
jeremy irvine david thewlis,Actor
emily watson,Actor
titular character who is given an extraordinary ring that grants him the power to create anything he desires,Plot
the titular god of thunder who later becomes a member of the avengers,Plot
bike messenger being chased through manhattan,Plot
young man who survives a disaster at sea,Plot
julie walters,Actor
mark andrews,Director
brenda chapman,Director
first movie in the trilogy series,Relationship
based on novels written by suzanne collins,Origin
corrupt dea agent,Plot
disney nature documentary,Genre
a 3 year old animal in the wild,Plot
iron man captain america,Character_Name
thor,Character_Name
but indecisive girl living with two pot growing men that get on the wrong side of a kingpin s wife,Plot
alternate history of the u s s 16 th president,Plot
based on a book of the same name,Origin
a detective who is hunting a brutal serial killer,Plot
a couple haunted by a supernatural presence that is unleashed during a college experiment,Plot
jason moore,Director
collegiate freshman joining her school s all girls singing group,Plot
